movie_id,title,genre,release_date,rating,studio,runtime_minutes,budget,domestic_gross,international_gross,total_gross,imdb_rating,tickets_sold,tickets_available,release_year,release_month,profit,roi,budget_category,performance
164,Secret Empire Returns,Comedy,2021-02-10,G,20th Century Fox,113,2938688,108380891,105594514,213975405,6.6,8870336,218,2021,2,211036717,7181.32,Low Budget,Major Success
165,Ultimate Guardian,Action,2023-04-03,PG-13,Amazon Studios,120,13011446,63344559,57264861,120609420,6.3,4262701,485,2023,4,107597974,826.95,Medium Budget,Major Success
166,Amazing Mystery,Sci-Fi,2022-07-23,NC-17,Disney,105,10028789,37218806,22856620,60075426,5.7,3037523,400,2022,7,50046637,499.03,Medium Budget,Major Success
167,Lost Adventure III,Sci-Fi,2021-11-17,R,Amazon Studios,102,14826035,7046885,4492839,11539724,8.8,632038,189,2021,11,-3286311,-22.17,Medium Budget,Loss
168,Epic Tales,Drama,2025-05-30,NC-17,20th Century Fox,80,26469583,174217979,301228743,475446722,3.4,17873494,58,2025,5,448977139,1696.2,Medium Budget,Major Success
169,Amazing Guardian Rising,Documentary,2022-03-25,G,Paramount,111,6129104,4818909,8909599,13728508,5.3,507147,313,2022,3,7599404,123.99,Low Budget,Profit
170,Brilliant Guardian,Horror,2024-01-02,G,Disney,92,66627949,591841933,766135776,1357977709,8.4,41414327,227,2024,1,1291349760,1938.15,High Budget,Major Success
171,Incredible Kingdom,Sci-Fi,2021-01-30,G,Netflix,138,4309848,6115646,13827045,19942691,7.2,438098,364,2021,1,15632843,362.72,Low Budget,Profit
172,Fantastic Guardian,Documentary,2021-10-18,PG,Warner Bros,89,23567110,73165696,149444188,222609884,5.9,7576321,252,2021,10,199042774,844.58,Medium Budget,Major Success
173,Amazing Chronicles,Animation,2021-12-03,NC-17,Disney,137,18013419,33169096,16242045,49411141,8.2,3263057,367,2021,12,31397722,174.3,Medium Budget,Profit
174,Fantastic Tales,Fantasy,2022-08-12,G,Disney,92,32080694,226599800,388198290,614798090,6.0,20323177,348,2022,8,582717396,1816.41,Medium Budget,Major Success
175,Golden Chronicles Rising,Drama,2018-09-28,R,Netflix,128,2543079,23626037,9968020,33594057,6.2,2663851,78,2018,9,31050978,1221.0,Low Budget,Profit
176,Brilliant Legacy III,Documentary,2021-07-14,PG-13,Warner Bros,106,32978734,22454983,38108926,60563909,4.4,1893993,64,2021,7,27585175,83.65,Medium Budget,Profit
177,Mysterious Journey,Documentary,2017-03-27,PG,Amazon Studios,81,16289152,17182973,10983826,28166799,9.1,1362524,368,2017,3,11877647,72.92,Medium Budget,Profit
178,Secret Chronicles,Action,2025-03-27,G,Warner Bros,80,94516571,76933189,131647935,208581124,6.4,6391180,333,2025,3,114064553,120.68,High Budget,Major Success
179,Dark Kingdom,Animation,2016-02-29,NC-17,Paramount,106,13245071,35036208,33796173,68832381,8.2,3606720,413,2016,2,55587310,419.68,Medium Budget,Major Success
180,Mysterious Saga II,Drama,2016-08-31,R,MGM,122,10327303,15757333,11799888,27557221,6.4,1286667,160,2016,8,17229918,166.84,Medium Budget,Profit
181,Dangerous Guardian,Thriller,2021-07-10,PG,20th Century Fox,127,1606922,960885,512732,1473617,7.6,99140,62,2021,7,-133305,-8.3,Low Budget,Loss
182,Brilliant Tales II,Romance,2016-07-04,R,Amazon Studios,124,7392796,14785605,35750245,50535850,7.0,1032790,416,2016,7,43143054,583.58,Low Budget,Profit
183,Epic Destiny,Drama,2018-11-16,R,Netflix,106,4080357,10590516,23658857,34249373,5.0,922390,46,2018,11,30169016,739.37,Low Budget,Profit
184,Hidden Dreams,Horror,2019-09-28,NC-17,20th Century Fox,130,1619157,3037505,2791418,5828923,7.2,249330,431,2019,9,4209766,260.0,Low Budget,Profit
185,Mysterious Warrior,Action,2024-10-10,G,MGM,126,35610677,182435060,160878602,343313662,8.0,17275321,206,2024,10,307702985,864.08,Medium Budget,Major Success
186,Epic Adventure,Documentary,2025-05-07,PG,20th Century Fox,80,2471715,3223816,1488661,4712477,6.5,279607,391,2025,5,2240762,90.66,Low Budget,Profit
187,Golden Journey,Drama,2017-09-01,G,MGM,132,4300561,9362704,23134612,32497316,5.4,786463,187,2017,9,28196755,655.65,Low Budget,Profit
188,Wild Legacy Rising,Documentary,2022-06-23,G,Universal Pictures,104,2829762,715134,1337230,2052364,4.5,52476,265,2022,6,-777398,-27.47,Low Budget,Loss
189,Lost Legacy,Drama,2024-06-01,PG-13,Amazon Studios,95,25486049,15926391,18546283,34472674,10.0,1293198,431,2024,6,8986625,35.26,Medium Budget,Profit
190,Brilliant Destiny,Documentary,2024-04-26,R,Amazon Studios,132,10690180,7019904,14704223,21724127,7.6,663600,344,2024,4,11033947,103.22,Medium Budget,Profit
191,Incredible Saga,Fantasy,2016-02-06,R,Paramount,105,15058827,756805920,1530555802,2287361722,6.4,56338744,295,2016,2,2272302895,15089.51,Medium Budget,Major Success
192,Dark Guardian Reloaded,Documentary,2018-07-19,NC-17,MGM,148,4398717,4320594,7766696,12087290,9.2,525556,485,2018,7,7688573,174.79,Low Budget,Profit
193,Fantastic Mystery Reloaded,Thriller,2020-12-25,PG,MGM,104,54431226,322196055,387547177,709743232,5.7,24000052,471,2020,12,655312006,1203.93,High Budget,Major Success
194,Lost Empire,Drama,2016-09-15,NC-17,Sony Pictures,135,23501021,107799826,269054385,376854211,4.1,9498956,192,2016,9,353353190,1503.57,Medium Budget,Major Success
195,Epic Legacy,Sci-Fi,2024-09-18,NC-17,20th Century Fox,101,10406555,27681360,61143686,88825046,7.4,2168498,411,2024,9,78418491,753.55,Medium Budget,Major Success
196,Fantastic Journey,Horror,2018-12-01,PG-13,Netflix,124,2337647,5281461,12523760,17805221,7.4,355036,394,2018,12,15467574,661.67,Low Budget,Profit
197,Brilliant Guardian Reloaded,Animation,2021-01-15,PG-13,Netflix,133,26187184,227175698,465685596,692861294,7.2,22914167,62,2021,1,666674110,2545.8,Medium Budget,Major Success
198,Secret Warrior,Sci-Fi,2022-05-11,PG,Paramount,118,2531959,2518244,6048041,8566285,6.8,294421,473,2022,5,6034326,238.33,Low Budget,Profit
199,Lost Warrior Reloaded,Horror,2019-04-15,NC-17,Paramount,126,2478716,3166373,5799455,8965828,8.1,353353,315,2019,4,6487112,261.71,Low Budget,Profit
200,Fantastic Destiny II,Horror,2024-09-05,PG,Universal Pictures,119,22836369,19984733,20517245,40501978,6.5,1767492,348,2024,9,17665609,77.36,Medium Budget,Profit
201,Wild Legacy Rising,Thriller,2018-05-02,R,Lionsgate,143,5303912,16214329,31828798,48043127,5.8,1619697,146,2018,5,42739215,805.81,Low Budget,Profit
202,Mysterious Adventure,Fantasy,2017-03-02,PG,Netflix,109,9784332,37697671,81831571,119529242,5.8,4563281,471,2017,3,109744910,1121.64,Low Budget,Major Success
203,Ultimate Saga,Action,2018-08-21,R,Lionsgate,151,5448537,5207259,10142735,15349994,5.8,369151,148,2018,8,9901457,181.73,Low Budget,Profit
204,Amazing Adventure Rising,Sci-Fi,2017-06-21,PG-13,Lionsgate,156,16224287,180379772,269714849,450094621,4.3,15743534,480,2017,6,433870334,2674.2,Medium Budget,Major Success
205,Ultimate Empire,Horror,2020-04-15,G,20th Century Fox,126,21630843,25100183,32871496,57971679,8.1,2561019,95,2020,4,36340836,168.0,Medium Budget,Profit
206,Amazing Guardian,Fantasy,2020-08-31,PG,Disney,107,70928069,1864437335,3179232478,5043669813,6.0,172020936,218,2020,8,4972741744,7010.96,High Budget,Major Success
207,Golden Chronicles II,Drama,2018-10-16,R,20th Century Fox,108,38010936,696417570,219389826,915807396,5.7,65176997,228,2018,10,877796460,2309.33,Medium Budget,Major Success
208,Wild Journey,Fantasy,2020-10-13,NC-17,Universal Pictures,109,13072806,4823603,5262621,10086224,5.1,499642,341,2020,10,-2986582,-22.85,Medium Budget,Loss
209,Incredible Tales,Documentary,2022-07-18,PG-13,Warner Bros,94,5360494,14163690,33559424,47723114,6.9,1339633,113,2022,7,42362620,790.27,Low Budget,Profit
210,Dark Legacy,Fantasy,2023-05-22,PG-13,MGM,158,4911603,38862424,89700426,128562850,6.2,2921667,410,2023,5,123651247,2517.53,Low Budget,Major Success
211,Mysterious Empire III,Documentary,2017-01-14,R,Netflix,118,17449464,16824739,7938349,24763088,7.1,1408024,31,2017,1,7313624,41.91,Medium Budget,Profit
212,Dangerous Dreams,Fantasy,2019-02-01,NC-17,Disney,124,28354055,40734592,88796083,129530675,10.0,3672137,348,2019,2,101176620,356.83,Medium Budget,Major Success
213,Dark Guardian,Documentary,2017-03-12,R,Universal Pictures,104,6792756,7602294,10864782,18467076,5.7,678922,29,2017,3,11674320,171.86,Low Budget,Profit
214,Golden Tales,Action,2020-11-20,R,Paramount,104,43770981,608317933,1180605111,1788923044,5.6,50490446,23,2020,11,1745152063,3987.01,Medium Budget,Major Success
215,Hidden Chronicles,Action,2024-11-07,G,Lionsgate,99,21356798,7512788,9011643,16524431,7.4,561376,392,2024,11,-4832367,-22.63,Medium Budget,Loss
216,Mysterious Guardian,Sci-Fi,2022-10-19,R,Lionsgate,125,2927680,48758458,111895204,160653662,9.2,4587080,349,2022,10,157725982,5387.41,Low Budget,Major Success
217,Mysterious Empire,Comedy,2021-07-25,PG,Netflix,104,6030246,15053912,8733731,23787643,7.0,1013658,427,2021,7,17757397,294.47,Low Budget,Profit
218,Amazing Kingdom Returns,Documentary,2023-07-11,R,Netflix,136,66333429,101562863,81784607,183347470,5.3,9048418,79,2023,7,117014041,176.4,High Budget,Major Success
219,Brilliant Quest,Action,2017-07-26,R,Amazon Studios,85,6417473,19749968,44324153,64074121,9.2,2435405,105,2017,7,57656648,898.43,Low Budget,Major Success
220,Incredible Mystery,Fantasy,2023-03-30,G,Sony Pictures,107,16672197,50708997,60089338,110798335,8.3,5260064,111,2023,3,94126138,564.57,Medium Budget,Major Success
221,Wild Empire,Documentary,2018-01-11,PG-13,Sony Pictures,183,5225866,10747873,20521327,31269200,8.1,1050384,306,2018,1,26043334,498.35,Low Budget,Profit
222,Wild Warrior,Romance,2019-09-05,PG,Netflix,137,56328282,128639177,123635382,252274559,6.0,15265658,485,2019,9,195946277,347.86,High Budget,Major Success
223,Secret Guardian,Documentary,2022-11-30,R,Universal Pictures,134,35007323,310377404,736056941,1046434345,7.3,24440324,402,2022,11,1011427022,2889.19,Medium Budget,Major Success
224,Golden Chronicles,Drama,2022-08-04,PG-13,MGM,146,28610821,130334544,193343760,323678304,7.5,13454892,115,2022,8,295067483,1031.31,Medium Budget,Major Success
225,Brilliant Empire,Action,2023-07-11,NC-17,MGM,115,15435471,200513090,305989164,506502254,5.3,22432146,124,2023,7,491066783,3181.42,Medium Budget,Major Success
226,Brilliant Quest,Animation,2016-12-28,PG-13,Warner Bros,129,7795252,19051408,40478408,59529816,8.4,2278670,193,2016,12,51734564,663.67,Low Budget,Major Success
227,Mysterious Destiny,Horror,2016-11-19,NC-17,Netflix,124,9308481,3009670,2286012,5295682,7.6,209744,155,2016,11,-4012799,-43.11,Low Budget,Loss
228,Amazing Quest,Animation,2017-08-23,PG,Amazon Studios,136,77303881,168381515,197442570,365824085,6.8,17403204,164,2017,8,288520204,373.23,High Budget,Major Success
229,Wild Journey,Sci-Fi,2024-09-22,PG-13,Paramount,126,64547915,103205187,231405255,334610442,6.9,9163996,411,2024,9,270062527,418.39,High Budget,Major Success
230,Fantastic Tales,Horror,2021-02-03,PG-13,20th Century Fox,135,10709150,13354533,20533320,33887853,6.8,1398538,74,2021,2,23178703,216.44,Medium Budget,Profit
231,Amazing Journey,Fantasy,2025-08-01,R,Paramount,146,4775216,5636717,5781601,11418318,5.4,528828,426,2025,8,6643102,139.12,Low Budget,Profit
232,Dark Tales,Romance,2021-05-22,R,Lionsgate,149,1937314,2340682,4475615,6816297,7.1,223662,71,2021,5,4878983,251.84,Low Budget,Profit
233,Fantastic Dreams,Action,2024-11-13,NC-17,Universal Pictures,159,16225248,32005004,14835180,46840184,9.3,2331711,24,2024,11,30614936,188.69,Medium Budget,Profit
234,Wild Adventure,Comedy,2019-08-02,PG,Universal Pictures,83,1281521,2518199,3281770,5799969,5.7,298961,326,2019,8,4518448,352.58,Low Budget,Profit
235,Mysterious Destiny,Action,2023-12-12,G,Netflix,94,27066884,83957655,27376251,111333906,5.7,7172236,140,2023,12,84267022,311.33,Medium Budget,Major Success
236,Golden Journey Reloaded,Comedy,2018-09-11,G,Netflix,87,21262538,41598692,30044677,71643369,6.4,3559949,417,2018,9,50380831,236.95,Medium Budget,Major Success
237,Epic Journey,Sci-Fi,2016-12-28,R,Lionsgate,166,4571629,2463535,6105902,8569437,5.5,257127,350,2016,12,3997808,87.45,Low Budget,Profit
238,Dangerous Empire II,Thriller,2017-03-28,R,MGM,118,11334247,21678385,9179774,30858159,7.0,2687574,87,2017,3,19523912,172.26,Medium Budget,Profit
239,Incredible Tales,Fantasy,2021-04-13,G,Netflix,88,56470543,193348384,155739473,349087857,8.2,13512446,354,2021,4,292617314,518.18,High Budget,Major Success
240,Secret Tales II,Documentary,2020-06-01,NC-17,Universal Pictures,128,18239816,36364407,78944971,115309378,7.2,4484114,106,2020,6,97069562,532.18,Medium Budget,Major Success
241,Secret Legacy,Comedy,2022-06-03,PG-13,Disney,136,43641399,131407676,203252329,334660005,7.6,9422541,346,2022,6,291018606,666.84,Medium Budget,Major Success
242,Golden Chronicles,Comedy,2018-01-10,NC-17,20th Century Fox,117,37509965,13120252,16552433,29672685,9.2,945895,174,2018,1,-7837280,-20.89,Medium Budget,Loss
243,Secret Kingdom,Sci-Fi,2022-05-25,G,Paramount,118,3187316,11747061,15167927,26914988,5.5,1224038,283,2022,5,23727672,744.44,Low Budget,Profit
244,Hidden Saga Rising,Comedy,2022-02-10,NC-17,Paramount,141,4626799,9752654,18226137,27978791,3.7,1137433,78,2022,2,23351992,504.71,Low Budget,Profit
245,Hidden Guardian,Thriller,2018-04-09,PG-13,20th Century Fox,108,1000000,179101,55777,234878,7.6,17631,184,2018,4,-765122,-76.51,Low Budget,Loss
246,Wild Journey II,Thriller,2018-11-01,R,Netflix,139,13598330,12624259,15120039,27744298,6.4,1542585,181,2018,11,14145968,104.03,Medium Budget,Profit
247,Golden Mystery,Thriller,2021-03-02,G,Paramount,119,2790232,24446775,49240010,73686785,7.8,1869890,286,2021,3,70896553,2540.88,Low Budget,Major Success
248,Dark Destiny,Drama,2022-02-14,PG,Paramount,114,9128261,17471380,24195636,41667016,3.4,2069365,222,2022,2,32538755,356.46,Low Budget,Profit
249,Brilliant Saga II,Romance,2021-10-16,PG,Lionsgate,113,4492930,4254698,3106806,7361504,6.1,486317,155,2021,10,2868574,63.85,Low Budget,Profit
250,Amazing Saga,Sci-Fi,2022-02-09,R,20th Century Fox,164,25299823,28683945,60574110,89258055,7.4,2284252,304,2022,2,63958232,252.8,Medium Budget,Major Success
251,Ultimate Journey,Animation,2019-01-24,PG-13,Disney,154,29121810,119812057,291286532,411098589,5.5,11933308,355,2019,1,381976779,1311.65,Medium Budget,Major Success
252,Mysterious Tales,Sci-Fi,2019-10-09,R,Paramount,137,19755658,162373387,189076873,351450260,7.5,18457363,288,2019,10,331694602,1678.99,Medium Budget,Major Success
253,Dark Destiny,Documentary,2018-09-16,G,Lionsgate,146,5203098,73829458,56200937,130030395,6.8,5435111,425,2018,9,124827297,2399.1,Low Budget,Major Success
254,Fantastic Mystery,Animation,2022-08-10,PG,Paramount,171,4460681,34096684,59637096,93733780,6.8,2621479,404,2022,8,89273099,2001.33,Low Budget,Major Success
255,Hidden Mystery,Fantasy,2023-10-19,R,Netflix,103,8215878,13556760,31517607,45074367,7.1,1055661,278,2023,10,36858489,448.63,Low Budget,Profit
256,Amazing Kingdom,Fantasy,2024-10-12,G,Warner Bros,133,9763186,30407972,53114322,83522294,9.7,2900123,331,2024,10,73759108,755.48,Low Budget,Major Success
257,Secret Adventure,Sci-Fi,2022-06-12,R,Warner Bros,163,26806448,14950347,12995206,27945553,6.7,1291636,265,2022,6,1139105,4.25,Medium Budget,Profit
258,Golden Destiny,Animation,2019-05-29,PG-13,MGM,135,3195350,5238715,9403609,14642324,4.0,408220,77,2019,5,11446974,358.24,Low Budget,Profit
259,Epic Adventure,Thriller,2020-09-02,G,Warner Bros,129,22066257,46407527,88468134,134875661,8.9,4445889,175,2020,9,112809404,511.23,Medium Budget,Major Success
260,Lost Kingdom Reloaded,Animation,2021-07-28,G,Lionsgate,89,2054668,7784473,10083880,17868353,8.1,919040,22,2021,7,15813685,769.65,Low Budget,Profit
261,Wild Guardian Returns,Drama,2017-07-04,PG,Netflix,162,5615918,18341641,11964226,30305867,6.4,1538864,490,2017,7,24689949,439.64,Low Budget,Profit
262,Lost Quest,Drama,2018-10-14,R,MGM,115,21502073,24860039,41044801,65904840,4.1,2649964,303,2018,10,44402767,206.5,Medium Budget,Profit
263,Hidden Saga III,Romance,2019-02-23,G,Amazon Studios,156,35324642,16178570,35889803,52068373,7.1,1738001,166,2019,2,16743731,47.4,Medium Budget,Profit
264,Dark Tales Reloaded,Sci-Fi,2024-08-16,NC-17,MGM,132,17298647,26336156,41911631,68247787,5.5,2523714,432,2024,8,50949140,294.53,Medium Budget,Major Success
265,Lost Destiny Returns,Drama,2017-02-01,PG-13,Warner Bros,119,37321991,85808457,47819988,133628445,5.9,8085113,72,2017,2,96306454,258.04,Medium Budget,Major Success
266,Golden Saga,Fantasy,2017-12-28,R,MGM,139,1000000,3627876,6160509,9788385,3.9,282236,330,2017,12,8788385,878.84,Low Budget,Profit
267,Ultimate Dreams Returns,Drama,2018-01-12,PG-13,Lionsgate,110,2900315,2120056,4672919,6792975,8.2,144586,248,2018,1,3892660,134.22,Low Budget,Profit
268,Ultimate Quest,Documentary,2025-03-14,R,MGM,108,12565982,34728287,42173578,76901865,7.2,2502174,250,2025,3,64335883,511.98,Medium Budget,Major Success
269,Ultimate Mystery,Romance,2019-05-26,G,Paramount,121,2463288,8585205,8027807,16613012,5.8,637585,289,2019,5,14149724,574.42,Low Budget,Profit
270,Fantastic Kingdom,Documentary,2024-12-30,G,Amazon Studios,81,5791401,23370300,46863262,70233562,7.8,1698055,187,2024,12,64442161,1112.72,Low Budget,Major Success
271,Golden Empire,Documentary,2023-02-26,PG,MGM,111,6266586,3900007,8292021,12192028,9.6,294131,152,2023,2,5925442,94.56,Low Budget,Profit
272,Dangerous Adventure,Comedy,2021-07-30,R,Warner Bros,129,17759051,159958778,131371156,291329934,6.9,11697237,301,2021,7,273570883,1540.46,Medium Budget,Major Success
273,Fantastic Chronicles,Drama,2022-12-06,NC-17,Disney,113,9492517,28692208,59959992,88652200,6.4,2103829,291,2022,12,79159683,833.92,Low Budget,Major Success
274,Epic Dreams Rising,Sci-Fi,2018-07-06,PG-13,Paramount,138,14039860,73160772,175240106,248400878,6.4,6306471,460,2018,7,234361018,1669.25,Medium Budget,Major Success
275,Mysterious Empire Reloaded,Romance,2016-08-27,PG,Disney,121,1566201,5379591,10033306,15412897,7.0,389843,389,2016,8,13846696,884.09,Low Budget,Profit
276,Dangerous Warrior,Fantasy,2018-01-24,PG-13,MGM,144,1000000,14634979,6821887,21456866,6.3,1079101,393,2018,1,20456866,2045.69,Low Budget,Profit
277,Incredible Saga,Sci-Fi,2020-05-18,R,Lionsgate,147,4711699,14308794,4370489,18679283,4.9,1066312,375,2020,5,13967584,296.44,Low Budget,Profit
278,Incredible Guardian,Comedy,2021-09-27,NC-17,MGM,104,60251097,62856655,78270038,141126693,6.8,6628379,137,2021,9,80875596,134.23,High Budget,Major Success
279,Epic Empire Rising,Drama,2025-06-24,NC-17,Lionsgate,141,14587592,55258925,125279732,180538657,7.0,4143659,23,2025,6,165951065,1137.62,Medium Budget,Major Success
280,Incredible Warrior,Action,2023-06-19,G,Disney,180,16357720,40892745,12328633,53221378,8.1,2780642,103,2023,6,36863658,225.36,Medium Budget,Profit
281,Fantastic Legacy,Drama,2020-10-12,PG-13,Warner Bros,147,37859578,200143560,170293431,370436991,4.8,18876292,462,2020,10,332577413,878.45,Medium Budget,Major Success
282,Mysterious Legacy Returns,Thriller,2019-08-18,G,Warner Bros,160,3671162,2503204,3376759,5879963,5.4,280348,115,2019,8,2208801,60.17,Low Budget,Profit
283,Golden Warrior,Sci-Fi,2015-10-14,G,MGM,118,18517513,74796587,101045740,175842327,7.1,7789178,45,2015,10,157324814,849.6,Medium Budget,Major Success
284,Fantastic Kingdom Returns,Romance,2021-11-25,PG,MGM,160,13985537,35136407,68760091,103896498,7.9,3933756,346,2021,11,89910961,642.89,Medium Budget,Major Success
285,Ultimate Mystery,Fantasy,2015-10-16,PG,Lionsgate,149,3905347,12272742,9434326,21707068,7.6,927092,470,2015,10,17801721,455.83,Low Budget,Profit
286,Hidden Destiny,Comedy,2019-05-05,G,Disney,112,45721128,123306680,196928489,320235169,6.7,11536686,493,2019,5,274514041,600.41,Medium Budget,Major Success
287,Hidden Chronicles,Romance,2019-11-11,G,Sony Pictures,115,9025631,7348639,11904922,19253561,4.3,599734,398,2019,11,10227930,113.32,Low Budget,Profit
288,Fantastic Adventure,Horror,2020-10-11,NC-17,Amazon Studios,159,3809614,3227700,6278702,9506402,3.3,320564,27,2020,10,5696788,149.54,Low Budget,Profit
289,Wild Kingdom,Thriller,2024-01-25,G,Sony Pictures,104,2366470,27486505,44161069,71647574,8.0,2349674,500,2024,1,69281104,2927.61,Low Budget,Major Success
290,Amazing Chronicles,Thriller,2017-11-22,NC-17,MGM,102,84514680,401300470,723333064,1124633534,6.0,30084565,488,2017,11,1040118854,1230.7,High Budget,Major Success
291,Wild Mystery II,Romance,2015-11-18,PG,Universal Pictures,80,114182298,106098858,253268158,359367016,4.0,9836879,146,2015,11,245184718,214.73,Blockbuster,Major Success
292,Mysterious Guardian,Thriller,2022-09-18,R,Warner Bros,145,132503109,1450295967,2150559464,3600855431,7.3,159922136,42,2022,9,3468352322,2617.56,Blockbuster,Major Success
293,Brilliant Mystery,Drama,2019-02-07,NC-17,20th Century Fox,134,20861492,83218232,141092130,224310362,6.9,6012145,348,2019,2,203448870,975.24,Medium Budget,Major Success
294,Mysterious Mystery,Horror,2023-02-02,G,Sony Pictures,122,8346950,3148627,3954246,7102873,6.1,281791,311,2023,2,-1244077,-14.9,Low Budget,Loss
295,Amazing Journey,Comedy,2018-08-20,G,Disney,80,10470000,11513332,7603770,19117102,4.8,784761,267,2018,8,8647102,82.59,Medium Budget,Profit
296,Golden Kingdom,Drama,2020-01-21,PG-13,Disney,124,46472279,363709834,808022176,1171732010,4.1,27699510,60,2020,1,1125259731,2421.36,Medium Budget,Major Success
297,Wild Adventure,Romance,2022-12-13,NC-17,Warner Bros,95,29595576,15737121,38479012,54216133,6.2,1269867,254,2022,12,24620557,83.19,Medium Budget,Profit
298,Lost Dreams,Fantasy,2024-02-23,PG,20th Century Fox,133,5061232,5908148,11824116,17732264,4.5,414319,345,2024,2,12671032,250.35,Low Budget,Profit
299,Fantastic Mystery Rising,Action,2015-09-10,G,Sony Pictures,104,18351961,2466113,2714569,5180682,7.2,170764,91,2015,9,-13171279,-71.77,Medium Budget,Major Loss
300,Dangerous Adventure,Horror,2022-10-12,PG-13,Sony Pictures,119,15440275,37797921,71235225,109033146,8.5,3818432,39,2022,10,93592871,606.16,Medium Budget,Major Success
301,Secret Chronicles II,Horror,2018-09-12,NC-17,Universal Pictures,123,7519112,32623401,14733972,47357373,7.3,2898399,144,2018,9,39838261,529.83,Low Budget,Profit
302,Wild Empire,Documentary,2017-02-11,R,Universal Pictures,121,12030503,10679749,10055081,20734830,5.5,791587,378,2017,2,8704327,72.35,Medium Budget,Profit
303,Secret Quest,Horror,2024-01-15,NC-17,Sony Pictures,84,51114396,15132241,35580053,50712294,5.5,1852767,277,2024,1,-402102,-0.79,High Budget,Loss
304,Epic Warrior,Sci-Fi,2015-10-23,G,MGM,102,32618477,84311817,160181751,244493568,8.4,9660319,271,2015,10,211875091,649.56,Medium Budget,Major Success
305,Dark Saga,Drama,2016-08-31,PG-13,Warner Bros,103,15269354,4328923,3503136,7832059,9.7,311018,211,2016,8,-7437295,-48.71,Medium Budget,Loss
306,Fantastic Chronicles,Fantasy,2017-02-02,G,Netflix,90,18170061,33125518,69693385,102818903,7.1,3886232,290,2017,2,84648842,465.87,Medium Budget,Major Success
307,Amazing Saga,Horror,2017-11-14,PG-13,Paramount,115,7804252,28360420,66286591,94647011,6.3,2638014,425,2017,11,86842759,1112.76,Low Budget,Major Success
308,Fantastic Chronicles,Horror,2020-04-09,G,Sony Pictures,144,81045639,45314586,90371901,135686487,4.4,5171239,54,2020,4,54640848,67.42,High Budget,Major Success
309,Ultimate Tales,Comedy,2022-07-25,NC-17,20th Century Fox,117,117237146,203442833,153965474,357408307,9.0,20027539,135,2022,7,240171161,204.86,Blockbuster,Major Success
310,Dangerous Mystery Returns,Horror,2016-05-01,PG-13,Disney,161,6641019,9610695,8131429,17742124,8.9,916159,262,2016,5,11101105,167.16,Low Budget,Profit
311,Amazing Warrior III,Thriller,2016-03-05,R,Netflix,110,7249330,12635470,10736052,23371522,5.0,1124722,411,2016,3,16122192,222.4,Low Budget,Profit
312,Wild Legacy II,Drama,2019-06-06,PG,MGM,103,2613131,4874391,8221414,13095805,5.3,389552,298,2019,6,10482674,401.15,Low Budget,Profit
313,Secret Journey,Action,2016-12-03,G,Sony Pictures,125,2812458,14325725,18273162,32598887,7.8,1609353,463,2016,12,29786429,1059.09,Low Budget,Profit
314,Dangerous Empire,Action,2017-09-24,R,Universal Pictures,80,25188193,93536410,146154872,239691282,4.7,6801758,202,2017,9,214503089,851.6,Medium Budget,Major Success
315,Lost Adventure,Drama,2022-11-27,PG-13,Sony Pictures,161,13511057,24560884,22226614,46787498,6.4,2208299,76,2022,11,33276441,246.29,Medium Budget,Profit
316,Amazing Destiny,Romance,2019-10-30,R,MGM,133,9587832,58987548,79861356,138848904,5.1,6847829,196,2019,10,129261072,1348.18,Low Budget,Major Success
317,Ultimate Saga Rising,Documentary,2019-11-20,G,MGM,124,2161440,6259526,6823175,13082701,5.1,529946,248,2019,11,10921261,505.28,Low Budget,Profit
318,Epic Destiny,Romance,2022-04-03,PG,Universal Pictures,101,39763399,191378890,149628516,341007406,7.4,13410942,398,2022,4,301244007,757.59,Medium Budget,Major Success
319,Brilliant Adventure,Documentary,2023-09-03,PG-13,Amazon Studios,92,6475857,87106193,212779149,299885342,6.7,10011124,336,2023,9,293409485,4530.82,Low Budget,Major Success
320,Dark Journey,Horror,2016-08-06,NC-17,MGM,177,13168232,27793015,59651841,87444856,6.0,1997120,90,2016,8,74276624,564.06,Medium Budget,Major Success
321,Dark Destiny,Fantasy,2021-10-01,G,20th Century Fox,123,11444219,88669459,136545138,225214597,7.9,7425156,96,2021,10,213770378,1867.93,Medium Budget,Major Success
322,Dangerous Kingdom,Documentary,2024-01-08,PG-13,Disney,100,3051461,1078268,537588,1615856,7.3,111988,112,2024,1,-1435605,-47.05,Low Budget,Loss
323,Amazing Dreams,Fantasy,2021-04-16,PG,Disney,92,2012601,5024398,3468903,8493301,10.0,368980,444,2021,4,6480700,322.01,Low Budget,Profit
324,Epic Adventure Rising,Comedy,2018-01-21,NC-17,20th Century Fox,119,20552451,86140807,96641346,182782153,6.4,5902698,202,2018,1,162229702,789.34,Medium Budget,Major Success
325,Secret Mystery,Drama,2021-02-18,PG,MGM,142,6647327,28412809,68573081,96985890,7.0,2265004,89,2021,2,90338563,1359.02,Low Budget,Major Success
326,Fantastic Dreams,Horror,2021-09-19,NC-17,Disney,103,31152548,47710760,91356035,139066795,5.4,4741856,90,2021,9,107914247,346.41,Medium Budget,Major Success
327,Fantastic Adventure,Thriller,2025-05-23,NC-17,Universal Pictures,133,4703870,5502549,5502973,11005522,6.5,402773,313,2025,5,6301652,133.97,Low Budget,Profit
